Utility Company,EIA Utility Id,Twitter Handle,Facebook Page,Outage Phone Number,Outage Map URL,Phone Number,Web Site
Heartland Power Coop (Minnesota),8319,,https://www.facebook.com/heartlandpower,888-417-3007 or 641-713-4646 or 641-584-2200,,800 349-2832 or 888 584-9732,http://www.heartlandpower.com/
"Heartland Rural Elec Coop, Inc",16854,@HeartlandREC,https://www.facebook.com/HeartlandREC,1-800-835-9586,http://www.heartland-rec.com/content/outage-map,(800) 835-9586,http://www.heartland-rec.com/
Heber Light & Power Company,8366,,https://www.facebook.com/pages/Heber-Light-Power/,435.654.2913,,435.654.1581,http://heberpower.com/
Henderson City Utility Comm,8449,@hendersonky,http://www.cityofhendersonky.org/facebook,270-631-0660,,270-826-2726,http://www.hmpl.com/
Hendricks County Rural E M C,8447,,,(317) 745-5473 or (800) 876-5473,https://ebill.hendrickspower.com/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,(317) 745-5473 or (800) 876-5473,https://www.hendrickspower.com/
Henry County Rural E M C,8466,@henrycountyremc,https://www.facebook.com/HenryCountyREMC,1-800-248-8413,,1-800-248-8413,http://www.henrycountyremc.com/
Hess Retail Natural Gas and Elec. Acctg.,22509,,,,,,
Hess Retail Natural Gas and Elec. Acctg. (Connecticut),22509,,,212-997-8500,,212-997-8500,http://www.hess.com/
Hess Retail Natural Gas and Elec. Acctg. (Delaware),22509,,,,,,
Hess Retail Natural Gas and Elec. Acctg. (District of Columbia),22509,,,,,,
Hess Retail Natural Gas and Elec. Acctg. (Maine),22509,@HessCorporation,https://www.facebook.com/hesscorporation,,,1-800-437-7645,http://www.hess.com/
Hess Retail Natural Gas and Elec. Acctg. (Maryland),22509,,,,,,
Hess Retail Natural Gas and Elec. Acctg. (Massachusetts),22509,@HessCorporation,https://www.facebook.com/hesscorporation,1-800-437-7645,,212-997-8500,http://www.hess.com/
Hess Retail Natural Gas and Elec. Acctg. (New Hampshire),22509,@HessCorporation,https://www.facebook.com/hesscorporation,1-800-437-7645,,1-800-437-7645,http://www.hess.com/
Hess Retail Natural Gas and Elec. Acctg. (New York),22509,,,,,,
Hess Retail Natural Gas and Elec. Acctg. (Pennsylvania),22509,,,,,,
Hess Retail Natural Gas and Elec. Acctg. (Rhode Island),22509,,,,,,
Hibbing Public Utilities Comm,8543,,,218-262-7720,,,http://www.hpuc.com/
Hickman-Fulton Counties RECC,40305,@hfrecc,https://www.facebook.com/pages/Hickman-Fulton-Counties-RECC/247697838643284,1-800-633-1391,,(270) 236-2521 or 1-800-633-1391,http://hfrecc.com/
High Plains Power Inc,8566,,,1-800-445-0613,,(307) 856-9426,http://www.highplainspower.org/
"High West Energy, Inc",27058,@highwestenergy,https://www.facebook.com/HighWestEnergy,(307) 245-3261,http://highwestenergy.com/outage-center,,http://highwestenergy.com/
"High West Energy, Inc (Nebraska)",27058,@HighWestEnergy,https://www.facebook.com/HighWestEnergy,(307) 245-3261,http://highwestenergy.com/outage-center,307.245.9292,http://highwestenergy.com/
"High West Energy, Inc (Wyoming)",27058,@HighWestEnergy,https://www.facebook.com/HighWestEnergy,(888).834.1657,http://highwestenergy.com/outage-center,(307) 245-3261,http://highwestenergy.com/
Highline Electric Assn,8570,@heacoop,https://www.facebook.com/HighlineElectric,970.854.2236,,,http://www.hea.coop/
"Hill County Electric Coop, Inc",8632,,https://www.facebook.com/HCElectric,1-877-394-7804,,1-877-394-7804,http://hcelectric.com/
Hillsdale Board of Public Wks,8631,,https://www.facebook.com/HillsdaleBPU,517-437-3387,http://www.hillsdalebpu.com/outage-information/,(517) 437-3387,http://www.hillsdalebpu.com/
"Hino Electric Holding Company, LP.",8637,,,Port Isabel: (956) 943-7855 McAllen: (956) 661-9955,,Port Isabel: (956) 943-7855 McAllen: (956) 661-9955,http://hinoelectric.com/
Hinson Power Company LLC,8936,,,(704) 363-5695,,(704) 363-5695,http://www.hinsonelectricinc.com/
Hinson Power Company LLC (Montana),8936,,,(203) 328-3184,,(203) 328-3184,
Hohokam Irr & Drain Dist,8700,,,(520) 723-7741 or (800) 259-1306,,(520) 723-7751,http://hohokamthepowerofchoice.com/
Holmes-Wayne Electric Coop Inc,8761,,https://www.facebook.com/holmeswayneelectriccoop,866-674-1055 .,https://ebill.hwecoop.com/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,,http://www.hwecoop.com/
"Holston Electric Coop, Inc",8764,,https://www.facebook.com/HolstonElectricCooperative?sk=app_112078882147346,423-272-8821 or 423-235-6811,,423-272-8821 or 423-235-6811,http://www.holstonelectric.com/
"Holy Cross Electric Assn, Inc",8773,,https://www.facebook.com/HolyCrossEnergy,970-945-5491,https://ebill.holycross.com/oms/outageMap,,http://www.holycross.com/
Homer Electric Assn Inc,19558,@HomerElectric,https://www.facebook.com/homerelectricassociation,888 868-8243,http://outage.homerelectric.com/omswebmap/Map/OMSWebMap.htm?clientKey=undefined,(907) 283-5831,http://www.homerelectric.com/
Hood River Electric Coop,8830,,,541-354-1233,,541-354-1233,http://hrec.coop/
"Hoosier Energy R E C, Inc",9267,,,812-876-2021,,812-876-2021,http://www.hepn.com/
Hooversville Boro Elec Lgt Co,8826,,,,,,
Horry Electric Coop Inc,8786,@HorryElectric,https://www.facebook.com/pages/Horry-Electric-Cooperative-Inc/77182677537,843-369-2212,,843-369-2211,http://www.horryelectric.com/
Houlton Water Company,8883,,https://www.facebook.com/pages/Houlton-Water,(207) 532-2259,,(207) 532-2259,http://hwco.org/
Houston County Elec Coop Inc,8898,,,1-800-970-4232,,,http://houstoncountyelec.com/home/
Howard Electric Coop,8911,,https://www.facebook.com/HowardElectric,(877) 352-0122,,(660) 248-3311,http://www.howardelectric.com/
Howard Greeley Rural P P D,8924,,https://www.facebook.com/howardgreeleyrppd,(800) 280-4962,,308.754.4457,http://www.howardgreeleyrppd.com/
"Howell-Oregon Elec Coop, Inc",8934,,,1-888-463-7693,,(417) 256-2131,http://www.hoecoop.org/
Hudson Energy Services,55878,https://twitter.com/Hudson_Energy,https://www.facebook.com/HudsonEnergyServices,866-483-7664,,866-483-7664,http://www.hudsonenergy.net/
Hudson Energy Services (Illinois),55878,@Hudson_Energy,https://www.facebook.com/HudsonEnergyServices,866.552.5551 or 866.483.7664,,866.552.5551 or 866.483.7664,http://www.hudsonenergy.net/
Hudson Energy Services (Texas),55878,@Hudson_Energy,https://www.facebook.com/HudsonEnergyServices,866-552-5551,,,http://www.hudsonenergy.net/
Hudson Municipal Electric Utility,8966,@hudsoniowa,https://www.facebook.com/hudson.iowa,319-988-4100 or 319-988-3600,,319-988-4100 or 319-988-3600,http://www.cityofhudsonia.com/index.asp?Type=B_BASIC&SEC=%7BF598C134-B0AB-42C3-BDCF-A353665E4AF9%7D
Hughes Power & Light Co,9000,,,907-889-2206,,907-889-2206,
Hull Municipal Light Plant,8797,,,781-925-0051,,781-925-0051,http://www.town.hull.ma.us/Public_Documents/HullMA_Light/light
Humboldt County R E C,9026,,https://www.facebook.com/midlandpower,(800) 833-8876,https://ebill.midlandpower.coop/woViewer/mapviewer.html?config=Outage%2BWeb%2BMap,515-386-4111,http://www.midlandpower.coop/
Hunterdon Cogeneration LP,8927,,,,,,
Hurricane Power Committee,9128,@HurricaneUtPwr,https://www.facebook.com/pages/City-of-Hurricane-Power-Dept/162940250401965,(435) 635-5536,,(435) 635-5536,http://www.cityofhurricane.com/categories/departments/power/
Hustisford Utilities,9124,,,(920) 349-3650,,(920) 349-3650,http://www.hustisford.com/index.asp?SEC=959B8474-E6D5-4FB6-A5EB-4DE8A2AEDD0C&Type=B_BASIC
Hutchinson Utilities Comm,9130,,,1-877-593-3973,,,http://www.hutchinsonutilities.com/
Hyrum City Corporation (Utility Company),9163,,,(435) 245-6033,,(435) 245-6033,http://hyrumcity.org/services/light-and-power
"I-N-N Electric Coop, Inc",9188,,,907-571-1259,,800-571-1259 (In Alaska) or Outside Alaska: 907-571-1259 / 907-571-1782,http://www.innelectric.com/
"IDT Energy, Inc.",55815,@idtenergy,https://www.facebook.com/idt.energy,,,888-405-1130,http://idtenergy.com
"IDT Energy, Inc. (New York)",55815,@idtenergy,https://www.facebook.com/idt.energy,888-405-1130,,888-405-1130,http://idtenergy.com/
IPT SRI Cogeneration Inc,9297,,,(408) 246-9040,,(408) 246-9040,http://intpower.com/
"ITC Great Plains, LLC",56526,@ITCGrid,https://www.facebook.com/ITCHoldingsCorp,(877) 482-4829,,Topeka (785) 783-2226 or Dodge City (620) 371-6534 or (785) 783-2226,http://www.itc-holdings.com/itc-great-plains.html
ITC Midwest LLC,56161,@ITCGrid,https://www.facebook.com/ITCHoldingsCorp,(877) 482-4829  or 319-297-6731,,(877) 482-4829  or 319-297-6731,http://www.itc-holdings.com/itc-midwest.html
ITC Transmission,56068,@ITCGrid,https://www.facebook.com/ITCHoldingsCorp,(877) 482-4829 questions or concerns,,Western Michigan Office: (269) 792-7223 -- Northern Michigan Office: (989) 671-0616,http://www.itc-holdings.com/itc-michigan/projects/itctransmission.html
"Idaho Cnty L&P Coop Assn, Inc",9186,,,877-212-0424,,208-983-1065,http://www.iclp.coop/
Idaho Power Co,9191,,,,,,
Idaho Power Co (Oregon),9191,@idahopower,https://www.facebook.com/idahopower,Treasure Valley: 208-388-2323;  Outside the Treasure Valley: 1-800-488-6151,https://www.idahopower.com/Outages/map/default.cfm,208-388-2200,https://www.idahopower.com/
Igiugig Electric Company,9192,,,1-907-533-3211,,1-907-533-3211,http://www.igiugig.com/village-life/facilities-services
Illinois Municipal Elec Agency,9286,,,217-789-4632,,217-789-4632,http://imea.org/
Illinois Rural Electric Coop,9209,@1936coop,https://www.facebook.com/illinoisruralelectric,1-800-468-4732,http://www.e-co-op.com/outagemap/out_map.html,(800) 468-4732 or (217) 742-3128,http://www.e-co-op.com/
Imperial Irrigation District,9216,,https://www.facebook.com/IIDEnergy,(800) 303-7756,,800-303-7756,http://www.iid.com/
Independence Power Marketing,49921,,,,,,
"Indian Electric Coop, Inc",9246,,https://www.facebook.com/indianelectric,(918) 295-9500 or After Hours (918) 295-9598,https://ebill.iecok.com/oms/outageMap,(800) 482-2750,http://www.iecok.com/
Indiana Michigan Power Co (Indiana),9324,@IN_MI_Powe,https://www.facebook.com/indianamichiganpower,1-800-311-4634,https://www.indianamichiganpower.com/outages/outageMap.aspx,1-800-311-4634,https://www.indianamichiganpower.com/
Indiana Michigan Power Co (Michigan),9324,@IN_MI_Power,https://www.facebook.com/indianamichiganpower,1-800-311-6424,https://www.indianamichiganpower.com/outages/outageMap.aspx,1-800-311-6424,https://www.indianamichiganpower.com
Indiana Municipal Power Agency,9234,,,317-573-9955 or 1-800-826-4678,,317-573-9955 or 1-800-826-4678,http://www.impa.com/
Indiana-Kentucky Electric Corp,9269,,,(740) 289-7200,,,http://www.ovec.com/index.php
Indianapolis Power & Light Co,9273,,,,,,
Indianola Municipal Utilities,9275,,,515.961.9444,,515.961.9444,http://www.i-m-u.com/
Inland Power & Light Company,8699,,,(877) 668-8243,,(877) 668-8243,https://www.inlandpower.com/
"Inside Passage Elec Coop, Inc",18963,,,(907) 789-3196,,(907) 789-3196,http://myipec.org/
"Integrys Energy Services of N.Y., Inc.",21258,,,1-866-938-2139,,1-866-938-2139,http://www.integrysenergy.com/
"Integrys Energy Services, Inc.",21795,,https://www.facebook.com/pages/Integrys-Energy-Services-is-now-a-part-of-Constellation/114845751919947,(608) 222-5183,,(608) 222-5183,http://integrysenergy.com/
"Integrys Energy Services, Inc. (Connecticut)",21795,,,1-866-938-2139,,1-866-938-2139,http://www.integrysenergy.com/
"Integrys Energy Services, Inc. (Delaware)",21795,,,1-866-938-2139,,1-866-938-2139,http://www.integrysenergy.com/
"Integrys Energy Services, Inc. (District of Columbia)",21795,,,,,,
"Integrys Energy Services, Inc. (Illinois)",21795,@constellationeg,https://www.facebook.com/ConstellationEnergy,1-877-997-9995,,1-866-237-7693,http://integrysenergy.com/
"Integrys Energy Services, Inc. (Maine)",21795,@ConstellationEG,https://www.facebook.com/ConstellationEnergy,,,1-866-237-7693,http://integrysenergy.com/
"Integrys Energy Services, Inc. (Maryland)",21795,,,Call us at 1-866-938-2139,,Call us at 1-866-938-2139,http://www.integrysenergy.com/
"Integrys Energy Services, Inc. (Massachusetts)",21795,@ConstellationEG,https://www.facebook.com/ConstellationEnergy,1-877-997-9995,,1-877-997-9995,http://www.integrysenergy.com/
"Integrys Energy Services, Inc. (Michigan)",21795,@constellationeg,https://www.facebook.com/ConstellationEnergy,1-877-997-9995,,(734) 761-2552 or 1-866-237-7693,http://www.constellation.com/business-energy/pages/michigan-energy.aspx
"Integrys Energy Services, Inc. (New Hampshire)",21795,@ConstellationEG,https://www.facebook.com/ConstellationEnergy,1-866-237-7693,,1-866-237-7693,http://integrysenergy.com/
"Integrys Energy Services, Inc. (New Jersey)",21795,,,,,,
"Integrys Energy Services, Inc. (Ohio)",21795,@constellationeg,https://www.facebook.com/ConstellationEnergy,,,,http://www.integrysenergy.com/ProductsServices/NaturalGasElectricity/us/OH/default.aspx?from=choose
"Integrys Energy Services, Inc. (Pennsylvania)",21795,@constellationeg,https://www.facebook.com/ConstellationEnergy,1-866-938-2140 or 1-866-938-2140,,1-866-938-2140 or 1-866-938-2140,http://www.integrysenergy.com/ProductsServices/NaturalGasElectricity/us/pa/default.aspx
"Integrys Energy Services, Inc. (Rhode Island)",21795,@constellationeg,https://www.facebook.com/ConstellationEnergy,,,,http://www.constellation.com/pages/default.aspx
"Intelligent Energy/Infinite Energy, Inc.",56738,https://twitter.com/InfiniteEnergy,https://www.facebook.com/InfiniteEnergy,(877) 342-5434,,(877) 342-5434,http://www.infiniteenergy.com/contact/
"Intelligent Energy/Infinite Energy, Inc. (Texas)",56738,@InfiniteEnergy,https://www.facebook.com/InfiniteEnergy,(877) 604-3489,,(877) 604-3489,http://www.infiniteenergy.com/contact/
Inter County Energy Coop Corp,9292,,https://www.facebook.com/Intercountyenergy,1-866-224-2235,,(859) 236-4561,http://www.intercountyenergy.net/
Intercounty Electric Coop Assn,9331,@IntercountyElec,https://www.facebook.com/IntercountyElectric,1-866-621-3679,http://216.229.71.219/,1-866-621-3679,http://www.ieca.coop/
Intermountain Power Agency,40576,,,801-938-1333,,801-938-1333,http://www.ipautah.com/
Intermountain Rural Elec Assn,9336,@IREAColorado,https://www.facebook.com/IntermountainREA,1-800-332-9540,,,http://www.irea.coop/
Interstate Power and Light Co,9417,,,,,,http://www.alliantenergy.com/index.htm
Interstate Power and Light Co (Minnesota),9417,@AlliantEnergyMN,https://www.facebook.com/AlliantEnergy,,,8002554268,http://www.alliantenergy.com/AboutAlliantEnergy/CompanyInformation/Tariffs/030245
Iowa Lakes Electric Coop,9425,@iowalakeselectr,https://www.facebook.com/iowalakeselectriccoop,1-800-225-4532,https://www.iowarec.org/outages/,1-800-225-4532,http://www.ilec.coop/
Ipnatchiaq Electric Company,9416,,,(907) 363-2157,,(907) 363-2157,
Irwin Electric Membership Corp,9431,@IrwinEMC,https://www.facebook.com/IrwinEMC,1-888-308-6582,,,http://www.irwinemc.com/
Itasca-Mantrap Co-op Electrical Assn,9475,@ItascaMantrap,https://www.facebook.com/pages/Itasca-Mantrap-Co-op-Electrical-Association/443726809007201?ref=stream,8887133377,http://outage.itasca-mantrap.com/,2187323377,http://www.itasca-mantrap.com/
J-A-C Electric Coop Inc,9422,,,1-940-895-3311,,,http://www.jacelectric.com/
JEA,9617,,,,,,https://www.jea.com
JP Morgan,56528,,,,,,
JP Morgan (Oregon),56528,,,212 270 6000,,212 270 6000,https://www.jpmorgan.com/pages/jpmorgan
JP Morgan (Washington),56528,,,1 212 270 6000,,1 212 270 6000,https://www.jpmorgan.com/pages/jpmorgan
Jackson County Rural E M C,9576,@JacksonCoREMC,https://www.facebook.com/pages/Jackson-County-REMC/189527969666?ref=ts,1.800.288.4458,,1.800.288.4458,http://www.jacksonremc.com/
"Jackson Electric Coop, Inc",8574,,https://www.facebook.com/JacksonElectricCooperative,855.222.3275,,715-284-5385 or 800-370-4607,http://www.jackelec.com/
"Jackson Electric Coop, Inc (Texas)",9590,,https://www.facebook.com/jectexas,361-771-4400 or 979-245-3029,,361-771-4400 or 979-245-3029,http://jecec.com/
Jackson Electric Member Corp,9601,@JacksonEMC,https://www.facebook.com/JacksonEMC,Gainesville- 770-536-2415 ; Jefferson- 706-367-5281; Lawrenceville- 770-963-6166 ; Neese- 706-548-5362,,1-800-462-3691,https://www.jacksonemc.com/
Jackson Energy Coop Corp,9575,@jacksonenergy,https://www.facebook.com/JacksonEnergy,(800)262-7480,http://69.176.19.246:8880/,(800)262-7480,http://www.jacksonenergy.com/
Jackson Purchase Energy Corporation,9605,,https://www.facebook.com/pages/Jackson-Purchase-Energy-Corp/116042658457556,270.442.7321 or 800.633.4044,http://outagemap.jpenergy.com:7575/,270.442.7321 or 800.633.4044,http://www.jpenergy.com/
Jacksonville Electric Authority,9617,@newsfromjea,https://www.facebook.com/NewsfromJEA,904.665.6000,https://www.jea.com/Outage_Center/Outage_Map/,904.665.6000,https://www.jea.com/
Jamestown Board of Public Util,9645,@JamestownBPU,https://www.facebook.com/jamestownbpu,(716) 661-1660,,(716) 661-1660,http://www.jamestownbpu.com/
Jasper County Rural E M C,9665,,https://www.facebook.com/JasperCountyREMC?ref=bookmarks,1-888-866-7362 or 219-866-4601,,1-888-866-7362 or 219-866-4601,http://www.jasperremc.com/
"Jasper-Newton Elec Coop, Inc",9668,,,1-800-352-5632,,,http://www.jnec.com/
Jay County Rural E M C,9666,,,260-726-7121 or 1-800-TEL-REMC,,260-726-7121 or 1-800-TEL-REMC,http://www.jayremc.com/
"Jefferson Davis Elec Coop, Inc",9682,,https://www.facebook.com/JEFFDAVISELECTRICCOOP,After Hours 1-800-256-5332,,Jennings Office (337) 824-4330 or Charles S. Hackett Branch Office (337) 598-5700,http://www.jdec.org/
Jefferson Electric Member Corp,9689,,https://www.facebook.com/pages/Jefferson-Energy-Cooperative/256668934485611?ref=settings,1-877-JEFFERSON; 706-547-2167,http://outage.jec.coop:83/,1-877-JEFFERSON ; 706-547-2167,http://www.jec.coop/
Jefferson Utilities,9690,,,920-674-7717 After Hours,,920-674-7711,http://www.jeffersonutilities.com/customer_services/default.asp?CategoryNumber=1
"Jemez Mountains Elec Coop, Inc",9699,@jemezcoop,https://www.facebook.com/media/set/?set=a.459477374063573.110576.140884915922822&type=3,1-877-753-0095,,505-753-0095,http://www.jemezcoop.org/
Jersey Central Power & Lt Co (New Jersey),9726,@FirstEnergyCorp,https://www.facebook.com/FirstEnergyCareers,1-888-544-4877,http://outages.firstenergycorp.com/nj.html,1-800-662-3115,https://www.firstenergycorp.com/content/customer/jersey_central_power_light.html
Jo-Carroll Energy Coop Inc,9750,,https://www.facebook.com/jocarrollenergy,800-927-5254,http://outagemap.jocarroll.com/,800-858-5522,https://www.jocarroll.com/
Joe Wheeler Elec Member Corp,9739,@jwemc,https://www.facebook.com/JoeWheelerEMC,(256)552-2300 or  1-800-239-6518,http://www.jwemc.org/current-outages/,(256) 552-2300,http://www.jwemc.org/
